gene	transcript_id	xref_id	Fat_body	Midgut	Ovary	Testis	Silk_gland
AK	XM_062668456.1	692924	0.03666666666666667	2.4933333333333336	0.3466666666666667	0.7433333333333335	18.80666666666667
AKH1	NM_001111355.2	100127025	0.0	0.0	0.11333333333333334	0.39666666666666667	0.0
AKH2	NM_001130893.1	100174839	0.0	0.0	0.23666666666666666	0.0	0.05333333333333334
AKH3	NM_001134241.1	100174925	0.0	0.023333333333333334	0.07666666666666667	0.03	0.0
AP1S	NM_001046764.1	692921	8.236666666666666	42.586666666666666	82.33666666666666	82.52999999999999	44.76666666666667
AP1S	XM_038011398.2	692921	2.8000000000000003	7.13	5.789999999999999	2.453333333333333	13.343333333333334
AP1S	XM_038011399.2	692921	0.11666666666666665	0.47000000000000003	0.58	2.0633333333333335	2.1733333333333333
AST-A	NM_001043571.1	692588	0.0	12.236666666666666	0.12	0.06999999999999999	0.013333333333333334
AST-A	XM_038015186.2	692588	0.0	7.513333333333333	0.03666666666666667	0.10666666666666667	0.023333333333333334
AST-A	XM_062671972.1	692588	0.0	1.9999999999999998	0.0	0.0	0.0
AST-C	NM_001130884.2	100174830	0.0	84.83666666666667	0.09666666666666668	1.0333333333333334	0.02666666666666667
ATOH8	NM_001281892.1	101744787	0.19666666666666668	0.9199999999999999	5.87	0.16333333333333333	0.11333333333333334
Aact	NM_001099826.1	100101202	251.86333333333332	501.1966666666667	147.12333333333333	69.04333333333334	90.82000000000001
Aanat	NM_001079654.2	780849	0.48666666666666664	0.10333333333333333	0.37000000000000005	1.4633333333333332	3697.403333333333
Abd-b	NM_001146228.1	100272172	1.2266666666666666	0.0	3.1333333333333333	0.48	0.0
Abd-b	NM_001173331.1	100272172	0.0	0.01	0.0	0.0	0.016666666666666666
Abd-b	XM_012694105.4	100272172	0.0	0.05333333333333334	0.0	0.08	0.0
Abd-b	XM_062668872.1	100272172	1.7699999999999998	0.03333333333333333	0.88	0.21999999999999997	0.006666666666666667
Acade	NM_001044207.1	733139	392.8433333333333	294.76666666666665	80.43	38.470000000000006	24.776666666666667
Acci	NM_001145326.1	100270778	15.25	11.020000000000001	83.14999999999999	48.376666666666665	37.27333333333333
Acci	XM_062677073.1	100270778	5.726666666666667	196.70666666666668	37.296666666666674	26.423333333333336	14.270000000000001
Achi	NM_001160188.1	100286758	1.5033333333333332	1.2266666666666666	34.21333333333333	18.62666666666667	4.583333333333333
Achi	XM_012688716.4	100286758	3.0366666666666666	3.143333333333333	20.02	14.206666666666669	15.053333333333333
Adamts-1	NM_001043516.1	692529	4.046666666666667	3.5866666666666673	56.126666666666665	20.646666666666665	48.923333333333325
Adamts-like	NM_001043470.1	692481	0.5533333333333333	0.24666666666666667	2.2033333333333336	0.9166666666666666	0.0
Adamts-like	XM_062674157.1	692481	0.21	0.19000000000000003	0.0	0.013333333333333334	0.0
Adamts-like	XM_062674158.1	692481	0.0	0.0	0.0	0.0	0.0
Adamts-like	XM_062674159.1	692481	0.0	0.0	0.23666666666666666	2.8000000000000003	0.0
Adamts-like	XM_062674160.1	692481	0.30333333333333334	0.26	1.6766666666666667	0.13999999999999999	0.22666666666666666
Adamts-like	XM_062674161.1	692481	0.0	0.0	0.21333333333333335	0.12666666666666668	0.19666666666666666
Adamts-like	XM_062674162.1	692481	0.0	0.0	0.0	0.8066666666666666	0.0
Adamts-like	XM_062674163.1	692481	0.10666666666666667	0.31	1.5999999999999999	4.293333333333334	0.7666666666666666
Adamts-like	XM_062674164.1	692481	0.0	0.0	0.0	0.0	0.0
Adamts-like	XM_062674165.1	692481	0.0	0.0	0.24333333333333332	0.13666666666666666	0.0
Adgf	NM_001105228.1	100125606	3.296666666666667	8.373333333333333	7.496666666666666	11.466666666666667	1.0033333333333332
Adh	NM_001044145.1	733056	124.92	177.25	11.723333333333334	1.9033333333333333	0.39999999999999997
Ago1	NM_001102461.1	100124421	0.30333333333333334	0.36000000000000004	5.890000000000001	1.6533333333333333	0.5366666666666667
Ago2	NM_001043530.2	692544	0.26333333333333336	0.6666666666666666	3.883333333333333	2.9033333333333338	0.12
Ago2	XM_012693089.3	692544	24.23	51.333333333333336	114.17333333333333	42.44	48.660000000000004
Ago3	NM_001104597.2	100125337	0.02666666666666667	0.11666666666666668	0.12333333333333334	0.05666666666666667	0.03666666666666667
Ago3	XM_012695095.4	100125337	0.08666666666666667	0.08	2.353333333333333	0.5	0.16
Ahsa1	NM_001043444.1	692453	4.903333333333333	4.273333333333333	35.9	23.083333333333332	25.159999999999997
Ai-b	NM_001043409.1	692418	1.71	0.0	0.0	1479.5033333333333	0.5033333333333333
Akhr	NM_001043584.1	692603	23.59	0.07	9.81	4.376666666666666	0.04
Akhr	XM_012691264.2	692603	23.289999999999996	0.016666666666666666	3.706666666666667	1.1266666666666667	0.09666666666666668
Akhr	XM_038017461.2	692603	15.386666666666665	0.0	0.21333333333333335	0.43333333333333335	0.0
Alg-2	NM_001046722.1	692877	5.956666666666666	21.393333333333334	72.17333333333333	42.29333333333334	3.3266666666666667
Alg-2	XM_012691665.4	692877	5.5	12.4	23.51	12.246666666666668	6.576666666666667
Alg-2	XM_012691666.4	692877	0.0	0.0	0.0	0.0	0.0
Alg-2	XM_021348998.3	692877	4.986666666666667	14.56	23.153333333333332	7.483333333333334	7.010000000000001
Alg-2	XM_062671621.1	692877	0.0	0.2966666666666667	0.0	0.0	0.5399999999999999
Alg-2	XM_062671622.1	692877	0.0	0.0	0.0	0.0	0.0
Alpm	NM_001044071.3	693074	0.12333333333333334	418.56666666666666	0.12333333333333334	0.7566666666666667	0.06666666666666667
Alps	NM_001043391.2	692396	0.06999999999999999	330.99	0.36000000000000004	0.06333333333333334	0.013333333333333334
Alstr	NM_001043570.1	692587	0.0	0.64	0.3433333333333333	0.63	0.0
Alstr	XM_062673199.1	692587	0.0	0.0	0.0	0.22999999999999998	0.0
Alstr	XM_062673200.1	692587	0.0	0.0	0.0	0.0	0.0
Alstr	XM_062673201.1	692587	0.0	0.0	0.0	0.0	0.0
Aly	NM_001167713.1	100313490	3.733333333333333	4.373333333333334	27.933333333333337	20.423333333333336	7.336666666666667
Amy	NM_001173153.1	100379324	0.3833333333333333	877.7800000000001	1.0633333333333332	0.39666666666666667	0.0
And1	NM_001142613.1	100216497	4.343333333333333	1.58	23.19333333333334	8.379999999999999	4.66
AnnIX	NM_001043376.1	692381	224.92666666666665	17.179999999999996	319.78666666666663	88.12333333333333	506.48333333333335
AnnIX	NM_001112666.1	692381	159.85	70.57333333333334	289.37666666666667	109.68666666666667	635.3766666666667
AnnIX	NM_001112667.1	692381	78.70666666666666	215.5	182.82333333333335	38.343333333333334	419.97
AnnIX	XM_012694790.4	692381	78.23333333333333	83.80666666666666	191.4333333333333	44.31666666666666	118.04333333333334
Ant	NM_001043607.1	692626	741.2700000000001	1860.8033333333333	3280.146666666666	774.5433333333334	1837.14
Anxb13	NM_001043416.1	692425	7.0566666666666675	1.42	41.379999999999995	19.793333333333333	15.196666666666667
Aox1	NM_001110342.1	100126538	0.016666666666666666	0.08	0.49	0.12666666666666668	0.12666666666666668
Aox2	NM_001110341.1	100126537	0.0033333333333333335	0.0	0.13	0.03666666666666667	0.01
Apaf-1	NM_001200008.1	100529085	0.12333333333333334	0.0	5.023333333333333	1.1266666666666667	0.0
Apaf-1	XM_012697713.4	100529085	0.20333333333333334	4.963333333333334	5.916666666666667	0.9866666666666667	1.0633333333333332
Apaf-1	XM_021353580.3	100529085	0.38000000000000006	0.0	0.0	1.0566666666666666	1.1500000000000001
Apkc	NM_001043458.1	692468	0.9666666666666668	14.706666666666669	22.456666666666667	17.42	2.59
Apn1	NM_001043548.1	692563	0.21000000000000005	979.4966666666666	0.09000000000000001	0.17666666666666667	0.03
Apn2	NM_001043369.1	692370	0.09000000000000001	358.30999999999995	0.07	0.13333333333333333	0.06333333333333334
Apn3	NM_001111365.1	100127057	0.19333333333333333	1608.3033333333333	0.26	0.24999999999999997	0.08666666666666667
Apn3	XM_038012677.2	100127057	0.04666666666666667	13.953333333333333	0.0	0.0	0.0
Apn4	NM_001267725.1	100127099	0.10666666666666667	509.51	0.043333333333333335	0.18999999999999997	0.03666666666666667
Apn4	XM_012697255.3	100127099	0.15333333333333335	851.66	0.09666666666666668	0.07666666666666667	0.03333333333333333
Aqp	NM_001160189.1	100301493	2.3433333333333337	74.61999999999999	1.3866666666666667	1.36	1.7133333333333336
Ase	NM_001105226.1	100125605	0.0	0.07666666666666667	0.4033333333333333	0.26333333333333336	0.0
Ash1	NM_001043951.1	692996	0.0	0.2833333333333334	11.39	1.1500000000000001	0.37000000000000005
Ash2	NM_001105222.1	100125603	0.0	0.0	0.2733333333333333	0.02	0.0
Ash3	NM_001105224.1	100125604	0.0	0.0	0.023333333333333334	0.0	0.0
Atf	NM_001043576.1	692594	247.54666666666665	234.59666666666666	825.4466666666667	583.5133333333333	412.71333333333337
Atg5	NM_001142487.1	100216348	5.553333333333334	11.656666666666666	34.07999999999999	25.333333333333332	11.493333333333334
Atg8	NM_001046779.1	692938	86.88666666666666	221.98	350.82	339.3833333333333	392.3633333333334
Atpsyn-beta	NM_001046985.2	732989	375.24666666666667	763.5066666666667	567.4166666666666	232.20333333333335	668.6566666666668
Attacin1	NM_001043541.1	692555	719.36	0.56	408.5166666666667	180.67999999999998	0.42333333333333334
Attacin1	XM_062668883.1	692555	14.893333333333333	0.0	14.516666666666666	6.289999999999999	0.013333333333333334
Aubergine	NM_001104596.2	100125336	1.82	1.4766666666666666	176.46666666666667	69.0	0.92
Aubergine	XM_012689822.4	100125336	7.516666666666666	5.836666666666666	183.25333333333333	68.17333333333333	10.413333333333334
Aurora-B	NM_001287844.1	101735672	2.5166666666666666	1.2599999999999998	85.61333333333334	82.73	1.8866666666666667
Awh	NM_001257012.1	100862786	0.023333333333333334	0.0	2.033333333333333	0.7799999999999999	0.0
BAEE	NM_001043379.1	692384	92.32666666666667	0.18666666666666668	90.71333333333332	22.689999999999998	0.060000000000000005
BAEE	XM_062675969.1	692384	21.586666666666662	0.08	17.23333333333333	4.0	0.03333333333333333
BGRP1	NM_001043375.1	692379	472.00333333333333	50.77333333333333	464.53999999999996	105.83	0.42333333333333334
BGRP2	NM_001043985.1	693016	73.79	8.270000000000001	33.553333333333335	15.416666666666666	5.306666666666667
BGRP3	NM_001135200.1	100188963	6.323333333333333	3.1733333333333333	24.013333333333332	3.66	1.1233333333333333
BGRP3	XM_062670801.1	100188963	0.6833333333333332	0.4333333333333333	3.2899999999999996	0.4166666666666667	0.16333333333333333
BGRP4	NM_001166142.1	100307005	0.08666666666666667	2074.403333333333	0.62	0.3466666666666667	0.0
BGRP4	XM_038018679.2	100307005	0.19333333333333336	6.716666666666666	4.033333333333333	0.7266666666666666	0.07333333333333333
BGRP4	XM_062674804.1	100307005	0.0	162.21	0.0	0.0	0.0
BLOS2	NM_001170997.1	100328579	7.266666666666667	8.416666666666666	15.090000000000002	22.13	15.583333333333334
BLOS2	XM_012695953.4	100328579	0.0	0.0	0.0	0.12666666666666668	0.12333333333333334
BLOS2	XM_021352262.3	100328579	0.0	0.0	0.0	17.933333333333334	0.0
BLOS2	XM_062669256.1	100328579	0.07666666666666667	0.24333333333333332	0.2333333333333333	1.01	0.21999999999999997
Bbx-a10	NM_001128315.1	100169707	0.0	0.0	0.0	0.0	0.0
Bbx-a2	NM_001110301.1	693012	0.0	0.0	0.0	0.8866666666666667	0.0
Bbx-a3	NM_001173419.1	100169712	0.09333333333333334	0.0	0.0	0.0	0.0
Bbx-a4	NM_001128135.2	100169657	0.0	0.0	0.0	0.0	0.0
Bbx-a5	NM_001128136.2	100169658	0.0	0.0	0.0	0.0	0.0
Bbx-a7	NM_001128157.2	100169708	0.0	0.0	0.0	0.0	0.0
Bbx-a8	NM_001128158.2	100169709	0.0	0.0	0.0	0.54	0.0
Bbx-b1	NM_001128319.1	100169719	0.0	0.0	0.11	0.5	0.0
Bbx-b10	NM_001128316.1	100169715	0.0	0.0	0.0	0.0	0.0
Bbx-b11	NM_001128134.1	100169656	0.0	0.0	0.0	0.0	0.0
Bbx-b2	NM_001128321.1	100169721	0.0	0.0	0.0	0.0	0.0
Bbx-b3	NM_001128322.2	100169722	0.0	0.0	0.0	0.12333333333333334	0.0
Bbx-b4	NM_001128320.2	100169720	0.0	0.0	0.19333333333333333	0.0	0.0
Bbx-b5	NM_001173420.1	100169724	0.0	0.0	0.0	0.0	0.0
Bbx-b6	NM_001128323.1	100169723	0.0	0.0	0.0	0.0	0.0
Bbx-b7	NM_001128317.1	100169716	0.0	0.0	0.0	0.0	0.0
Bbx-b8	NM_001128318.2	100169718	0.0	0.0	0.0	0.33666666666666667	0.0
Bbx-c1	NM_001126264.1	100147698	0.0	0.0	0.0	0.0	0.0
Bbx-c2	NM_001126263.2	100147697	0.0	0.0	0.08333333333333333	0.4633333333333334	0.24666666666666667
Bbx-d1	NM_001128163.1	100169725	0.0	0.0	0.0	0.0	0.0
Bbx-e1	NM_001126261.1	100146109	0.0	0.0	0.0	0.0	0.0
Bbx-f1	NM_001126262.1	100146110	0.0	0.0	0.0	0.0	0.0
Bbx-g1	NM_001128162.1	100169726	0.0	0.0	0.3833333333333333	0.22999999999999998	0.0
Bcp	NM_001043999.2	693031	201.73000000000002	38.51666666666667	1973.4533333333336	618.62	76.00333333333333
Bcp	XM_012694266.4	693031	219.20000000000002	39.98	1247.5933333333332	379.48	89.21
Bcp	XM_062675128.1	693031	3.8033333333333332	1.01	28.566666666666666	8.823333333333334	2.1999999999999997
Bm-re	NM_001279499.1	101741261	0.13	0.10999999999999999	0.64	13.323333333333332	197.14333333333332
Bm122	NM_001146237.1	100272181	0.24333333333333332	592.14	0.04	0.08333333333333333	0.14666666666666667
Bm122	XM_012689665.4	100272181	0.0	252.03	0.03666666666666667	0.09666666666666668	0.03333333333333333
BmDJ-1beta	NM_001245970.2	100422789	131.92666666666665	112.55	359.4066666666667	357.97	178.77666666666664
BmDJ-1beta	XM_012694256.4	100422789	13.520000000000001	10.546666666666667	28.793333333333333	25.456666666666667	21.49333333333333
BmDJ-1beta	XM_012694260.4	100422789	0.35666666666666663	0.7233333333333333	0.9633333333333333	0.68	0.7799999999999999
BmDJ-1beta	XM_021350934.3	100422789	0.07333333333333333	0.05000000000000001	0.15666666666666668	0.5833333333333334	0.056666666666666664
BmDJ-1beta	XM_021350935.3	100422789	0.016666666666666666	0.0	0.0	0.21333333333333335	0.0
BmDJ-1beta	XM_062675117.1	100422789	0.25666666666666665	0.36000000000000004	0.5266666666666667	1.4333333333333333	0.13
BmDJ-1beta	XM_062675118.1	100422789	0.0	0.0	0.10000000000000002	0.06666666666666667	0.023333333333333334
BmDJ-1beta	XM_062675119.1	100422789	0.08	0.07666666666666667	0.24666666666666667	0.12666666666666668	0.15333333333333335
BmDJ-1beta	XM_062675120.1	100422789	0.17666666666666667	0.17666666666666667	0.2966666666666667	0.19333333333333333	0.20666666666666667
BmEts2	NM_001279507.1	101736934	16.046666666666667	16.956666666666667	74.33666666666666	13.87	18.366666666666667
BmGEMININ	NM_001257339.1	100873155	20.75	10.886666666666665	140.0	100.28333333333335	39.78666666666667
BmILP	NM_001246356.1	100653512	29.823333333333334	0.5833333333333334	1003.2333333333332	20.246666666666666	0.15333333333333335
BmILP	XM_012693434.4	100653512	11.636666666666665	0.15000000000000002	417.19666666666666	10.083333333333334	0.0
BmMET2	NM_001114985.1	100141425	0.16	0.42	26.95	0.29333333333333333	0.0
BmMET2	XM_012693418.4	100141425	0.11333333333333334	0.4533333333333333	0.6433333333333333	0.26666666666666666	0.0
BmMET2	XM_012693419.4	100141425	0.4033333333333333	0.6966666666666668	19.436666666666667	0.29333333333333333	0.13333333333333333
BmOR-10	NM_001123338.1	100144544	0.0	0.0	0.06666666666666667	0.023333333333333334	0.0
BmOR-10	XM_012692595.4	100144544	0.0	0.0	0.09333333333333334	0.17333333333333334	0.0
Bm_Bre5	NM_001047080.1	733133	1.64	0.43999999999999995	27.76	57.56	4.966666666666666
Bm_Bre5	XM_038016642.2	733133	2.5933333333333333	0.73	14.026666666666666	27.266666666666666	9.073333333333332
Bmap-A	NM_001246002.1	100579139	1.61	0.0	3.9233333333333333	0.33666666666666667	0.36000000000000004
Bmap-A	XM_012695956.4	100579139	12.770000000000001	0.0	9.540000000000001	0.6333333333333333	0.0
Bmap-A	XM_012695957.4	100579139	4.243333333333333	0.0	0.0	0.03333333333333333	0.15
Bmap-A	XM_021352267.3	100579139	8.950000000000001	0.043333333333333335	0.22666666666666668	0.0	0.5133333333333333
BmorLPTQ	NM_001287401.1	101736834	0.016666666666666666	0.023333333333333334	0.04666666666666667	0.18333333333333335	0.44333333333333336
BmorPDSN	NM_001287400.1	101743171	12.073333333333332	0.09666666666666668	2.0900000000000003	0.19333333333333336	0.08666666666666667
Bmp-005136	NM_001099818.1	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_012694635.4	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_012694637.4	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_012694638.4	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_021351219.3	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_021351220.3	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_021351222.3	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_038021472.2	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_038021473.2	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_062669932.1	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_062669933.1	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-005136	XM_062669934.1	100101190	0.0	0.0	0.0	0.0	0.0
Bmp-2	NM_001047041.1	733059	0.6833333333333332	1.8	56.04666666666666	28.69333333333333	1.1466666666666667
Bmp-2	XM_004923342.5	733059	2.8466666666666662	2.6833333333333336	35.169999999999995	9.216666666666667	7.426666666666666
Bmp-2	XM_021353603.2	733059	3.4	8.783333333333333	30.616666666666664	28.30666666666666	5.883333333333333
Bmp-2	XM_038020203.2	733059	16.496666666666666	24.41	152.89333333333335	43.623333333333335	50.12
Bmptp-Z	NM_001246003.1	100579140	0.04	0.12666666666666668	0.32666666666666666	0.09000000000000001	0.09999999999999999
Bmptp-Z	XM_012695958.4	100579140	1.9466666666666665	0.77	5.62	1.6566666666666665	1.1233333333333333
Bmptp-Z	XM_012695959.4	100579140	2.1333333333333333	0.5333333333333333	8.036666666666667	5.12	1.3333333333333333
Bmptp-Z	XM_021352268.3	100579140	3.143333333333333	0.7799999999999999	9.683333333333332	3.823333333333333	1.5833333333333333
BomSIFR	NM_001279451.1	101743732	0.0	0.02	0.24333333333333332	0.11	0.0
Borealin	NM_001279441.1	101738843	0.22999999999999998	0.21	25.30666666666667	78.84333333333333	0.0
Borealin	XM_012690242.4	101738843	0.31	0.32666666666666666	20.146666666666665	33.11666666666667	1.4633333333333332
Boule	NM_001113269.1	100134923	0.0033333333333333335	0.09666666666666666	0.006666666666666667	0.0	0.0
Boule	XM_038021350.2	100134923	0.07	3.6033333333333335	0.09333333333333334	0.08666666666666667	0.013333333333333334
Br-c	NM_001043511.1	692523	0.0	0.0	3.283333333333333	0.71	0.0033333333333333335
Br-c	NM_001111333.1	692523	0.18666666666666668	0.64	8.556666666666667	2.7600000000000002	0.013333333333333334
Br-c	NM_001111334.1	692523	0.0	0.0	0.0	0.0	0.0033333333333333335
Br-c	XM_021346252.3	692523	0.0	0.0	0.0	0.0	0.0
Br-c	XM_021346253.3	692523	0.24666666666666667	0.16333333333333333	2.58	0.006666666666666667	0.0
Br-c	XM_021346254.3	692523	0.0	0.0	0.5033333333333333	0.04666666666666667	0.0
Br-c	XM_021346256.3	692523	0.13999999999999999	0.5633333333333334	1.0866666666666667	0.8666666666666666	0.0
Br-c	XM_021346257.3	692523	1.12	0.24333333333333332	0.4766666666666666	0.0	0.0
Br-c	XM_021346258.3	692523	1.7266666666666666	1.8133333333333332	6.663333333333334	2.393333333333333	0.0
Br-c	XM_038012249.2	692523	0.08333333333333333	0.36333333333333334	0.0	0.8633333333333333	0.08666666666666667
Br-c	XM_038012250.2	692523	0.01	0.02666666666666667	0.19000000000000003	0.07666666666666667	0.0
Br-c	XM_062669541.1	692523	0.8933333333333332	1.2833333333333334	0.0	0.6833333333333332	0.01
Br-c	XM_062669542.1	692523	0.04	0.0	0.19333333333333333	0.3233333333333333	0.0
Br-c	XM_062669543.1	692523	0.0	1.8499999999999999	0.0	0.42333333333333334	0.01
Brf	NM_001043590.1	692609	0.48666666666666664	1.2299999999999998	3.3366666666666664	2.73	1.11
Brf	XM_021346682.3	692609	0.68	1.1866666666666668	3.1133333333333333	1.7466666666666668	1.51
Btl	NM_001044093.2	732849	0.5266666666666666	0.89	6.536666666666666	2.8266666666666667	0.09666666666666666
Btl	XM_012697583.4	732849	0.32	0.9633333333333333	1.9233333333333331	0.98	0.0
Btr175	NM_001044217.1	751082	0.35999999999999993	83.26333333333334	0.35000000000000003	12.87	0.023333333333333334
C/EBP	NM_001043909.1	692780	0.02	0.17	2.35	0.42	0.03333333333333333
C/EBPg	NM_001043637.1	692649	24.71666666666667	97.07666666666667	54.31	39.690000000000005	25.37
CAP	NM_001166141.1	100307004	4.67	14.229999999999999	14.42	5.05	12.84666666666667
CAP	NM_001173330.1	100307004	8.766666666666667	21.46666666666667	7.9799999999999995	5.083333333333333	24.87666666666667
CAP	XM_038012693.2	100307004	0.0	0.0	0.0	0.0	0.0
CAP	XM_038012694.2	100307004	0.04	0.23666666666666666	0.006666666666666667	0.6433333333333334	0.02666666666666667
CAP	XM_062669943.1	100307004	0.0	0.16333333333333333	0.0	0.0	0.0
CAP	XM_062669944.1	100307004	0.0	1.71	1.9566666666666668	0.4166666666666667	4.386666666666667
CAP	XM_062669945.1	100307004	0.0	0.013333333333333334	0.0	0.0	0.023333333333333334
CAP	XM_062669946.1	100307004	0.64	0.77	0.7566666666666667	0.5333333333333333	1.2533333333333332
CAP	XM_062669947.1	100307004	0.0	0.0	0.0	0.0	0.0
CAP	XM_062669948.1	100307004	0.0	0.0	0.0	0.0	0.0
CAP	XM_062669949.1	100307004	0.0	0.08	1.63	0.8866666666666667	0.043333333333333335
CAPA	NM_001130885.2	100174831	0.0	0.0	0.27999999999999997	0.0	0.44999999999999996
CAPA	NM_001173410.2	100174831	0.013333333333333334	0.02	0.08333333333333333	0.12666666666666668	0.049999999999999996
CCAP	NM_001130897.1	100174843	0.7433333333333333	0.0	0.09999999999999999	0.5733333333333334	0.0
CCE-un1	NM_001046946.1	732947	14.933333333333332	1.6900000000000002	134.14333333333335	4.63	0.7833333333333333
CCM	NM_001130115.1	100170645	0.14333333333333334	2.4	0.3666666666666667	0.5299999999999999	0.08333333333333333
CCM	XM_062668871.1	100170645	0.013333333333333334	2.11	0.22999999999999998	0.6133333333333333	0.15
CDC2L1	NM_001258364.1	100884168	2.356666666666667	1.8333333333333333	17.11	11.876666666666665	5.609999999999999
CDC2L1	XM_012689207.4	100884168	1.83	2.16	5.43	3.686666666666667	1.8499999999999999
